datetime,temperature,pressure,humidity
2015-01-01 00:00:00,2.1133333333333333,1007.1666666666666,98.88333333333333
2015-01-01 01:00:00,2.1733333333333333,1007.16,98.89999999999999
2015-01-01 02:00:00,1.9583333333333333,1007.63,98.86666666666667
2015-01-01 03:00:00,1.8366666666666667,1007.8433333333334,98.93333333333334
2015-01-01 04:00:00,2.2383333333333333,1007.795,98.93333333333334
2015-01-01 05:00:00,2.2399999999999998,1007.5666666666666,98.14999999999999
2015-01-01 06:00:00,1.955,1007.46,97.95
2015-01-01 07:00:00,1.67,1007.8333333333334,97.78333333333335
2015-01-01 08:00:00,1.6733333333333331,1008.5633333333334,97.51666666666667
2015-01-01 09:00:00,1.5083333333333335,1008.9,97.48333333333333
2015-01-01 10:00:00,1.595,1008.1683333333334,97.66666666666667
2015-01-01 11:00:00,3.5083333333333333,1007.5016666666667,95.13333333333333
2015-01-01 12:00:00,5.546666666666667,1006.835,83.51666666666667
2015-01-01 13:00:00,6.453333333333333,1006.32,77.08333333333333
2015-01-01 14:00:00,5.593333333333334,1006.065,80.46666666666667
2015-01-01 15:00:00,4.611666666666667,1005.6966666666667,83.75
2015-01-01 16:00:00,3.365,1006.1766666666666,86.43333333333334
2015-01-01 17:00:00,2.7116666666666664,1006.2066666666666,87.96666666666665
2015-01-01 18:00:00,2.401666666666667,1005.68,89.18333333333334
2015-01-01 19:00:00,2.518333333333333,1005.0300000000001,88.81666666666666
2015-01-01 20:00:00,2.4233333333333333,1004.3116666666666,89.0
2015-01-01 21:00:00,1.8033333333333335,1003.9699999999999,92.05
2015-01-01 22:00:00,1.575,1003.2016666666667,92.01666666666667
2015-01-01 23:00:00,1.6933333333333334,1002.15,90.86666666666667
2015-01-02 00:00:00,1.5916666666666668,1001.2233333333334,90.45
2015-01-02 01:00:00,1.615,1000.565,89.85000000000001
2015-01-02 02:00:00,2.335,999.7216666666667,83.4
2015-01-02 03:00:00,2.3466666666666667,998.6066666666667,81.21666666666667
2015-01-02 04:00:00,2.4899999999999998,997.7599999999999,77.11666666666666
2015-01-02 05:00:00,2.1350000000000002,996.5866666666667,78.61666666666667
2015-01-02 06:00:00,3.5666666666666664,995.7766666666666,69.28666666666668
2015-01-02 07:00:00,4.416666666666667,995.4416666666666,64.45166666666667
2015-01-02 08:00:00,4.173333333333333,995.2866666666667,74.27499999999999
2015-01-02 09:00:00,3.8016666666666663,995.3833333333333,83.3
2015-01-02 10:00:00,4.011666666666667,995.1516666666666,84.58333333333333
2015-01-02 11:00:00,3.85,995.7183333333334,82.03333333333333
2015-01-02 12:00:00,4.22,996.2116666666667,81.64999999999999
2015-01-02 13:00:00,4.803333333333334,996.0366666666667,82.3
2015-01-02 14:00:00,4.835,996.5266666666666,80.71666666666665
2015-01-02 15:00:00,4.866666666666666,997.16,80.05
2015-01-02 16:00:00,3.965,997.8966666666666,82.41666666666667
2015-01-02 17:00:00,3.956666666666667,998.6283333333334,81.46666666666667
2015-01-02 18:00:00,3.831666666666667,999.5833333333334,81.23333333333333
2015-01-02 19:00:00,3.763333333333333,1000.245,79.91666666666667
2015-01-02 20:00:00,3.8233333333333337,1000.6233333333333,77.45
2015-01-02 21:00:00,4.006666666666667,1001.3016666666667,73.33333333333333
2015-01-02 22:00:00,3.9416666666666664,1001.4933333333333,73.51666666666667
2015-01-02 23:00:00,3.65,1001.4233333333333,74.63333333333334
2015-01-03 00:00:00,3.715,1001.755,72.91666666666667
2015-01-03 01:00:00,3.6966666666666668,1001.785,71.28333333333333
2015-01-03 02:00:00,3.8349999999999995,1002.1583333333333,70.50333333333333
2015-01-03 03:00:00,3.795,1002.1700000000001,70.04833333333333
2015-01-03 04:00:00,3.32,1001.855,72.35000000000001
2015-01-03 05:00:00,2.9483333333333337,1001.125,73.98333333333333
2015-01-03 06:00:00,2.5666666666666664,1000.5116666666667,74.93333333333334
2015-01-03 07:00:00,2.515,1000.0816666666666,74.16666666666667
2015-01-03 08:00:00,2.361666666666667,999.7216666666667,73.91666666666667
2015-01-03 09:00:00,2.59,998.8383333333335,73.41666666666667
2015-01-03 10:00:00,2.7933333333333334,997.75,74.45
2015-01-03 11:00:00,2.9166666666666665,997.2233333333334,74.46666666666667
2015-01-03 12:00:00,3.015,995.7583333333333,75.28333333333333
2015-01-03 13:00:00,3.0366666666666666,994.4900000000001,75.58333333333333
2015-01-03 14:00:00,2.2816666666666667,993.2316666666667,83.06666666666666
2015-01-03 15:00:00,1.875,991.7833333333333,86.5
2015-01-03 16:00:00,1.8533333333333335,990.5533333333333,86.5
2015-01-03 17:00:00,1.79,989.6999999999999,84.11666666666666
2015-01-03 18:00:00,1.86,989.0033333333334,83.56666666666666
2015-01-03 19:00:00,1.71,988.505,84.93333333333334
2015-01-03 20:00:00,1.4100000000000001,988.5483333333333,88.23333333333333
2015-01-03 21:00:00,0.9716666666666667,988.8383333333333,93.46666666666665
2015-01-03 22:00:00,1.2883333333333333,989.14,92.41666666666667
2015-01-03 23:00:00,1.5616666666666665,989.9916666666667,90.75
2015-01-04 00:00:00,1.665,990.9966666666666,90.45
2015-01-04 01:00:00,1.7866666666666668,991.9466666666667,90.13333333333333
2015-01-04 02:00:00,2.0233333333333334,993.2266666666666,89.05
2015-01-04 03:00:00,2.1683333333333334,994.1316666666667,86.23333333333333
2015-01-04 04:00:00,2.1133333333333333,995.0450000000001,83.56666666666666
2015-01-04 05:00:00,2.335,995.5933333333334,82.18333333333334
2015-01-04 06:00:00,2.453333333333333,996.0300000000001,82.53333333333333
2015-01-04 07:00:00,2.4583333333333335,996.3866666666667,82.51666666666667
2015-01-04 08:00:00,2.6333333333333333,997.105,81.21666666666667
2015-01-04 09:00:00,2.7733333333333334,997.8983333333334,80.98333333333333
