ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,TotalChemicals,pH_Hardness_Product,pH_Category_Alkaline,pH_Category_Neutral,pH_Category_nan,Hardness_Category_Moderate,Hardness_Category_Soft,Hardness_Category_VeryHard,Solids_Category_Low,Solids_Category_Mid,Solids_Category_VeryHigh
7.036752103833548,204.8904554713363,20791.318980747023,7.300211873184757,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0,19.68447333283367,1.4417633435933397,0,1,0,0,0,1,0,1,0
3.71608007538699,129.42292051494425,18630.057857970347,6.635245883862,333.073545745888,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0,15.598888969772645,0.4809459362239784,0,0,0,0,0,0,0,1,0
8.099124189298397,224.23625939355776,19909.541732292393,9.275883602694089,333.073545745888,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0,19.248628311329337,1.8161173125721537,1,0,0,0,0,1,0,1,0
8.316765884214679,214.37339408562252,22018.417440775294,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0,21.662361170377118,1.7828933304146142,1,0,0,0,0,1,0,0,0
9.092223456290965,181.10150923612525,17978.98633892625,6.546599974207941,310.13573752420444,398.41081338184466,11.558279443446397,31.997992727424737,4.075075425430034,0,12.84775662219246,1.6466153902463927,1,0,0,0,0,1,0,1,0
5.584086638456089,188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.917861841994466,2.5597082275565217,0,16.30343860209583,1.0515579151051704,0,0,0,0,0,1,0,0,1
10.223862164528772,248.07173527013992,28749.716543528233,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0,19.910398038384624,2.536251228317381,1,0,0,0,0,1,0,0,1
8.635848718500734,203.36152258457057,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424486,12.36381669870525,62.798308962925155,4.401424715445482,0,13.87593729348503,1.7561993442043218,1,0,0,0,0,1,1,0,0
7.036752103833548,118.98857909025187,14285.583854224516,7.804173553073094,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0,15.883527537286529,0.8372931342454943,0,1,0,1,0,0,1,0,0
11.180284470721592,227.23146923797455,25484.50849098786,9.077200016914391,404.0416346840899,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0,20.315276466977203,2.540512466780578,1,0,0,0,0,1,0,0,0
7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953874,15.586810438033126,78.74001566430479,3.6622917828524577,0,18.69094600769061,1.2183390186588097,0,1,0,0,0,0,0,0,1
7.974521648923869,218.69330048866644,18767.65668181348,8.110384501123875,333.073545745888,364.09823046204866,14.525745697593209,76.48591117965157,4.011718108339787,0,19.08971107654791,1.7439744592214834,1,0,0,0,0,1,0,1,0
7.119824384264552,156.70499334039215,18730.813653342713,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0,14.379554428942766,1.1157120327209382,0,1,0,0,0,0,0,1,0
7.036752103833548,150.1749233951362,27331.361961927756,6.838223470687509,299.41578134685847,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0,17.483380836951923,1.0567437081437665,0,1,0,0,0,0,0,0,0
7.49623220797336,205.34498215818513,28388.00488673697,5.072557773840631,333.073545745888,444.6453523327066,13.228311099224529,70.30021264692436,4.777382337225378,0,15.433314495991947,1.5393136689999023,0,1,0,0,0,1,0,0,1
6.347271760539316,186.73288066057617,41065.23476453935,9.629596276480584,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,0,20.781634877611964,1.1852443401810333,0,0,0,0,0,1,0,0,1
7.051785800016845,211.04940606054575,30980.600786788866,10.094796011661426,333.073545745888,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0,19.090691848099638,1.4882752047597458,0,1,0,0,0,1,0,0,1
9.181560007151536,273.81380665980095,24041.32628006128,6.904989726470096,398.3505168222779,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,0,18.034231115988035,2.514037896633551,1,0,0,0,0,1,0,0,0
8.975464347533963,279.35716677009236,19460.398131232112,6.204320858892474,333.073545745888,431.44398999034894,12.88875905430399,63.82123709666397,2.4360855903052734,0,15.91718002601775,2.5073602905730636,1,0,0,0,0,1,0,1,0
7.371050302429531,214.49661045715655,25630.320036999725,4.432669290372123,335.75443859606526,469.91455147923585,12.509163940498697,62.79727715266126,2.5602991476149146,0,14.069941391598903,1.581065305380333,0,1,0,0,0,1,0,0,0
7.036752103833548,227.43504835115596,22305.56741374141,10.33391788821868,333.073545745888,554.8200864605433,16.33169328269446,45.38281517787093,4.13342264357917,0,18.202934863464655,1.6004040549704814,0,1,0,0,0,1,0,0,0
6.660212026118103,168.28374685651832,30944.363591242687,5.858769130547582,310.93085831787846,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0,16.672309518896398,1.1208054346139977,0,1,0,0,0,0,0,0,1
7.036752103833548,215.97785868806776,17107.224225827616,5.607060453087125,326.943977743867,436.2561939726491,14.189062206123708,59.85547582615388,5.459250956028731,0,14.862047813141182,1.5197826515047255,0,1,0,0,0,1,0,1,0
3.902475685915096,196.9032467083208,21167.500098968772,6.996311586298768,333.073545745888,444.47888250689795,16.609033155789916,90.1816758847452,4.528522696326911,0,19.34521463223217,0.7684101327569637,0,0,0,0,0,1,0,0,0
5.400301780729467,140.7390622511396,17266.593421923077,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0,19.03362553559595,0.7600334084930244,0,0,0,0,0,0,0,1,0
6.514415093251676,198.7673512594561,21218.702871190195,8.67093691991312,323.5963490101317,413.2904500885347,14.899999566696977,79.84784281372556,5.200885076539757,0,19.891684691386992,1.2948530330902583,0,1,0,0,0,1,0,0,0
3.4450618643852127,207.92626018799376,33424.7686784948,8.782147480773485,384.0070058017211,441.7858756739387,13.80590221127079,30.284597198002704,4.184396969028851,0,15.650677258590967,0.7163188295778946,0,0,0,0,0,1,0,0,1
7.036752103833548,145.76818060217258,13224.935638976958,7.906444720606137,304.0019927974152,298.99066649993244,12.729524720542258,49.536848802021865,4.004871127571583,0,15.900149528782475,1.0257345515243264,0,1,0,0,0,0,1,0,0
7.036752103833548,266.4210180681174,26362.965012309312,7.700063469729127,395.38949034184554,364.48010670373776,10.34895075743782,53.00838135392041,3.9915642477993063,0,16.954796508539623,1.874738659396301,0,1,0,0,0,1,0,0,0
7.036752103833548,148.15306144508662,15193.41347396722,9.04683270725723,307.01179262256534,563.8047433250861,16.56865556799744,52.67618503420983,6.0381849531835865,0,17.384569136903867,1.0425163668130943,0,1,0,0,0,0,1,0,0
7.181448580829175,209.62560053629045,15196.229987483845,5.994678646449973,338.3364310774872,342.1112862851926,7.92259833302262,71.5379532557936,5.088859989138795,0,16.531838282804205,1.5054154714768064,0,1,0,0,0,1,1,0,0
9.82548990813439,190.7566182870043,19677.892465552013,6.757540731413941,333.073545745888,452.8362348772383,16.8990378000164,47.081971185777654,2.857472426051184,0,14.796473307450587,1.874277227888805,1,0,0,0,0,1,0,1,0
10.43329098280438,117.79122955039698,22326.892045718658,8.161504810728331,307.70750861182404,412.9868337903324,12.890708564511783,65.73347838938281,5.057310516515726,0,17.811927735784852,1.2289501731215975,1,0,0,1,0,0,0,0,0
7.414148196336244,235.04453448737107,32555.85253707369,6.8459520238449025,387.1753164773568,411.983364167012,10.2448150683598,44.48929725226032,3.160624468232638,0,15.166634913844502,1.7426550114282342,0,1,0,0,0,1,0,0,1
7.036752103833548,232.28045202353212,14787.206264858174,5.474914831733126,333.073545745888,383.9817230247576,12.16693714505169,86.08072748444091,5.029166724080735,0,17.413723037636096,1.6344999594559972,0,1,0,0,0,1,1,0,0
5.115817063771218,191.95274297485884,19620.545328612152,6.060712994989327,323.8363839136296,441.74837932486867,10.96648615295345,49.23823132273568,3.9020887676437543,0,14.22289996639919,0.9819951179484736,0,0,0,0,0,1,0,1,0
3.641629777473381,183.90872226182697,24752.072459755404,5.538314133481364,286.0595560492713,456.8600959410411,9.03406675271333,73.5946567566564,3.4643530351550234,0,15.758375369639719,0.6697274793257508,0,0,0,0,0,1,0,0,0
5.618064405909149,304.23591211231667,17281.97516841161,6.101083505101921,333.073545745888,399.47156628109417,12.2650015775136,81.58899245649904,2.8965469413044738,0,17.590718208210703,1.7092169488375104,0,0,0,0,0,1,0,1,0
7.036752103833548,143.45373131192335,19942.273218184837,5.89075458310612,333.073545745888,427.1306714819022,22.46989198835695,53.12409421895881,2.90756391519334,0,14.53389946246088,1.0094483456119492,0,1,0,0,0,0,0,1,0
9.267187530763549,198.61439471909597,24683.723566029657,6.110612421393192,328.07753320146935,396.8769490579176,16.471969353155146,30.383314574642014,4.324004645618281,0,12.429719210872086,1.8405968421709558,1,0,0,0,0,1,0,0,0
7.036752103833548,233.8589956912124,11703.923907047854,4.599387943421727,309.03932035276006,349.3996325323045,18.33889254980602,42.67746528271937,3.510004044590529,0,11.957527675221264,1.6456077799305397,0,1,0,0,0,1,1,0,0
5.331940479018537,194.87406544579952,16658.876503163574,7.993829562375316,316.67516182816695,335.1203984374612,10.180513802631594,59.57271371122687,4.434820257956548,0,17.11785255177967,1.039056917861366,0,0,0,0,0,1,0,1,0
7.145771545218821,238.68992851166007,28780.340431632725,6.81402870120907,385.9756504867898,332.0327063306858,11.093163397452656,66.13804474710018,5.182590703980226,0,17.287589680786986,1.705623699288935,0,1,0,0,0,1,0,0,1
9.920691058768153,202.8174830014264,9973.934059208535,6.882248306781502,337.35052910963714,333.19246993768064,23.917601261274967,71.833623959766,4.69070723013249,0,17.43911599385447,2.0120895901741127,1,0,0,0,0,1,1,0,0
4.758439424671477,183.3494541059977,21568.428779035887,4.731348984614181,333.073545745888,403.9441682092025,18.66822945752125,66.91240003430596,4.542801461749175,0,14.753324445503658,0.8724572709099729,0,0,0,0,0,1,0,0,0
5.702925976824722,216.85047387261517,35606.44017680798,7.1843510891688,333.073545745888,504.63826042575033,16.140790019197993,77.53618351780308,4.137739016206605,0,18.26870489840799,1.2366822005348876,0,0,0,0,0,1,0,0,1
6.953864225511059,209.6382929790206,10575.18628088936,4.462707246137983,315.60659440039234,391.18431508600554,13.28533391608596,87.39088897956339,3.195710328196264,0,16.357862088098244,1.4577962258440176,0,1,0,0,0,1,1,0,0
10.68296642580598,173.3754983501208,15758.740621388915,5.570783575394459,307.35258576592696,323.8079132465807,10.0908697516698,78.47278445385454,3.999775381550061,0,16.491587878439184,1.8521646279317205,1,0,0,0,0,0,0,1,0
7.036752103833548,129.89057234567383,34415.853145873094,6.321928990361139,304.5352242338838,470.3291685421987,18.59940992382127,72.40363386888095,4.40558600033858,0,16.607644619588072,0.914007758221564,0,1,0,0,0,0,0,0,1
8.757257397440991,200.19140044205727,21536.224687445418,4.915101054543186,317.88290049783706,404.7177991564453,13.768323306421337,47.930871877110214,3.6261354416122304,0,12.887017247232578,1.7531276224252779,1,0,0,0,0,1,0,0,0
7.036752103833548,168.38843077429533,27492.30730658781,7.046224797696413,299.8204779108216,383.79501999032584,16.18206649367437,75.72943388991457,3.0480572231069756,0,17.617372965796086,1.1849076445122524,0,1,0,0,0,0,0,0,1
7.80963189801941,100.4576150915831,12013.550628764531,5.212314602065352,247.2008260476431,605.2201243500056,9.611348740011238,66.08417363713342,2.447444463910633,0,14.292740226255125,0.7845369952181834,1,0,0,1,0,0,1,0,0
6.652488090855707,145.0101719190834,19871.788448305862,4.961066380191502,288.0521917368515,545.974993762403,10.942024256012132,71.7274140605346,3.742090426349668,0,15.014329703613477,0.964678441744641,0,1,0,0,0,0,0,1,0
9.14719705533692,211.71414177764137,11920.610835646206,7.2307947693374,339.7519188007938,527.7089100130407,18.27531210927765,47.63488493437153,3.7945315911032105,0,15.39180245078249,1.9365909742416243,1,0,0,0,0,1,1,0,0
10.560744636218196,181.8933655615535,21783.651033363378,6.991259996238134,340.39037835517297,456.5564021223438,16.48283536696391,34.2520490783523,3.964686350022129,0,13.820368687625095,1.9209293847178517,1,0,0,0,0,1,0,0,0
7.484254837727466,260.09217257337195,30616.615148853696,9.379133540507624,333.073545745888,404.6707773281626,15.934483871207078,66.6210265451665,4.781188176562564,0,19.371971652483154,1.946596100837306,0,1,0,0,0,1,0,0,1
8.520806572970303,238.3351124555097,28779.6500110336,8.282808464509609,381.6493228718946,481.3188026886131,6.016336609271207,39.09117136225335,3.9406045297946832,0,16.008418829453888,2.0308073927805235,1,0,0,0,0,1,0,0,1
4.999413810796919,190.28705014936028,24323.865903045946,7.230164126862036,324.8930378422557,405.3304820275903,8.236557503105303,99.42738491828506,4.460683931737437,0,20.4218329971131,0.9513237065325177,0,0,0,0,0,1,0,0,0
7.036752103833548,157.80119355420416,16963.625011737488,8.335618549876713,300.04423428111204,360.99599448807487,12.823860949370784,71.7170050975215,4.4053857056590315,0,18.507761402439982,1.110407880729991,0,1,0,0,0,0,0,1,0
7.036752103833548,155.05572682593436,20557.240431752216,8.187319049670325,333.073545745888,290.18098311050545,16.622255183892094,59.622057462107946,4.089907689677867,0,17.48026025334,1.0910887119538335,0,1,0,0,0,0,0,1,0
3.9060783549561697,233.4028350124758,32144.799933618317,6.9948396173050975,348.3594482139767,269.4490512269393,9.6541256002684,63.74306384016444,3.902879711657464,0,16.85274048346131,0.9116897618276377,0,0,0,0,0,1,0,0,1
6.391353623832183,213.0178296827953,20965.478308853573,5.375559891974689,327.65054252170705,369.3381209158568,13.75810517074376,17.915722569180794,3.92374916929651,0,10.44363757410984,1.3614722776840005,0,0,0,0,0,1,0,0,0
7.036752103833548,229.48569367886049,35729.692708630326,8.810843045016396,384.94377894842074,296.3975472430137,16.92709217980689,66.62248509808484,3.855602211916699,0,19.32252934430909,1.6148339377944225,0,1,0,0,0,1,0,0,1
