user_id,book_id,rating
8,2732,5
8,1432,3
8,479,4
8,3020,5
8,6195,4
8,614,4
8,4622,5
8,9114,5
8,194,4
8,14,5
8,2584,5
8,55,5
8,772,4
8,778,5
8,1937,3
8,493,5
8,362,5
8,1967,3
8,529,5
8,5425,5
11,111,2
11,11,4
11,94,5
11,2559,5
11,522,3
11,258,3
11,408,3
11,516,4
11,6944,3
11,426,4
11,495,3
11,574,3
11,8,5
11,26,3
11,33,4
11,3560,5
11,233,5
11,325,4
11,3703,3
11,2079,4
11,1853,3
11,9606,3
11,7277,4
11,115,4
8,177,5
11,47,4
8,45,3
80,65,3
80,8,2
80,5,2
80,26,1
80,8946,3
80,8882,3
80,118,3
80,763,4
80,354,3
80,198,3
80,4,2
80,3156,3
80,3048,5
80,8355,3
8,2781,4
8,1364,4
164,94,5
164,181,5
164,11,5
164,217,5
196,27,5
196,24,5
196,18,5
196,55,5
204,8,4
204,4,4
204,121,5
204,36,3
204,658,4
204,483,5
204,709,5
204,2339,5
204,887,4
204,1797,5
204,115,5
204,11,4
204,65,3
204,101,4
204,94,4
204,662,3
204,172,5
204,3638,4
210,635,5
210,4622,5
196,321,4
196,241,5
196,36,5
196,856,4
196,1290,5
196,4258,5
196,87,5
196,608,5
196,8,4
269,10,4
269,3237,4
269,408,5
269,115,3
269,4,4
269,76,3
269,60,3
269,919,4
269,11,3
301,1420,4
301,32,3
301,13,4
301,14,3
210,1031,5
210,629,3
210,323,5
210,872,5
210,5,5
210,5730,4
210,653,3
210,498,5
210,162,5
210,10,3
210,483,5
210,94,5
210,32,5
210,33,4
210,2846,5
210,43,5
210,2926,4
210,7444,5
210,3377,5
210,1432,5
319,219,5
319,1797,4
319,371,5
319,162,4
319,400,5
319,829,3
319,701,3
319,301,5
301,1332,4
323,27,5
319,401,3
319,410,3
319,130,3
319,264,3
319,3764,5
319,225,4
319,1519,4
319,442,5
319,1142,4
319,1283,5
319,9790,4
319,3795,4
319,1937,4
319,5229,4
319,595,3
319,325,3
319,43,3
319,8788,3
319,937,5
319,80,5
319,546,4
319,103,4
319,3642,3
319,461,3
319,468,3
319,54,5
319,70,5
319,492,4
319,760,3
319,1646,3
319,1213,3
319,838,3
319,48,5
319,173,5
319,213,5
319,89,3
319,160,3
319,1476,4
319,1549,4
319,42,5
319,138,3
319,3002,3
319,1186,3
319,974,4
319,2047,3
319,2406,3
319,2965,3
319,3407,2
319,496,4
319,180,5
319,530,4
319,117,5
319,1530,5
319,1196,4
319,722,2
319,1023,2
319,1119,2
319,1362,3
319,1278,2
319,510,3
319,1249,2
319,330,3
319,1525,1
319,528,3
319,949,2
319,87,3
319,4016,4
319,1088,4
319,456,3
319,413,4
319,8750,3
319,8132,3
319,620,4
319,113,5
319,126,5
319,101,5
319,45,5
319,93,4
319,2959,3
319,2623,3
319,3648,3
319,2783,3
319,3177,3
319,3244,3
319,3663,3
319,4194,3
319,3536,3
319,1528,4
319,2825,4
319,3174,4
319,3601,4
319,4571,4
319,3595,5
319,1329,5
319,5301,4
319,4806,3
361,6746,5
361,982,3
361,6496,2
361,658,1
361,2231,5
361,953,4
361,1053,5
361,936,4
361,237,4
361,1288,5
361,806,4
361,911,3
361,9923,5
361,243,3
361,612,4
361,675,2
361,72,5
361,865,2
361,168,5
361,1123,2
361,5903,1
361,488,5
361,305,2
361,967,3
361,1987,5
361,705,3
361,205,4
361,696,2
361,898,5
361,1217,3
361,1633,5
361,1533,3
361,2347,2
361,1993,5
361,6665,4
361,3340,3
361,3477,2
361,2604,4
361,3128,5
361,7260,5
361,4579,3
361,5290,3
361,8269,1
361,1096,4
361,731,2
361,1411,3
361,3428,4
361,1503,5
361,5051,3
361,883,2
361,265,5
361,4,4
361,5840,3
361,1214,3
361,1135,5
361,456,5
361,2380,3
361,1186,4
361,248,2
361,2671,4
361,349,3
361,672,3
361,15,4
361,179,5
361,3250,4
361,958,5
361,129,4
361,42,2
361,66,5
361,3817,5
361,95,5
361,341,3
361,118,2
361,531,5
361,7,3
361,32,4
361,9759,4
361,743,5
361,5283,5
361,160,5
361,83,3
361,361,3
361,590,3
361,204,4
384,741,4
384,4722,5
384,4253,5
384,4027,5
384,5263,5
384,501,5
384,3197,5
384,5929,5
384,1711,3
384,2863,4
384,6903,5
384,1078,2
301,7,3
301,510,4
301,1362,3
301,1278,3
301,1249,3
301,2,3
301,23,3
301,18,4
301,24,3
301,21,4
301,27,4
301,116,4
301,58,3
301,371,4
301,633,3
301,6318,4
301,432,4
301,1003,4
301,1235,3
301,2056,4
301,8555,4
301,9664,4
301,7436,1
301,3584,4
301,640,3
301,180,3
301,1015,2
301,361,3
301,83,3
301,19,4
301,155,4
301,161,4
301,54,4
301,599,4
301,751,4
301,1014,4
301,488,3
301,28,3
301,103,5
301,1342,4
301,1924,4
301,429,4
301,1768,4
301,1089,4
301,1343,4
301,2554,4
301,3246,4
301,3247,4
301,2086,4
301,2489,4
301,2043,4
301,2944,4
301,6144,4
301,2718,4
301,2658,4
301,2470,4
301,2469,4
301,894,4
301,3362,4
301,1368,4
301,3200,4
301,283,4
301,2452,4
301,2677,4
301,2936,4
301,755,4
301,3359,4
301,110,4
301,135,4
301,403,4
301,288,4
301,785,4
301,2673,4
301,628,4
301,1972,5
301,2666,4
301,2859,4
301,3500,3
301,1880,3
301,2416,3
301,6380,4
301,289,3
301,1161,3
301,1693,5
301,1862,4
301,2640,4
301,126,4
301,9749,4
301,1105,4
301,1262,4
301,2817,4
301,9675,4
301,2045,4
301,8049,4
301,6440,2
301,9429,4
301,547,3
301,298,4
301,1204,4
319,136,3
400,881,5
400,784,3
400,104,2
400,22,1
319,3868,4
465,1154,5
465,4515,4
488,109,5
488,173,4
488,14,5
488,55,4
488,5809,5
488,597,5
488,3792,4
488,316,5
488,2506,3
488,4016,5
488,103,5
488,225,5
488,7416,3
488,255,5
488,121,4
488,11,4
488,765,5
488,1079,2
488,284,4
488,1349,4
488,485,3
488,80,5
367,663,4
367,4605,3
367,5556,2
367,1487,4
11,587,3
11,1315,5
488,568,5
367,284,5
367,1250,2
367,9178,3
367,1571,3
367,2328,4
488,100,5
488,6777,3
488,2798,3
488,767,4
488,194,4
488,180,3
488,606,4
488,426,5
488,378,5
488,374,5
488,3696,4
488,130,4
488,264,3
488,1031,3
488,405,5
488,65,5
488,54,5
488,45,5
488,1154,5
488,866,3
488,929,3
488,413,4
517,8,4
517,4,3
517,13,5
517,101,3
517,14,4
517,55,5
517,115,4
517,60,2
517,36,4
517,65,3
517,405,3
517,2172,4
517,1676,2
517,1074,5
517,297,3
517,94,4
517,3068,5
517,1570,5
517,1739,4
517,92,4
517,495,3
517,127,3
517,95,4
517,284,4
517,557,5
517,879,5
517,45,2
517,2703,5
517,1392,4
517,3598,3
517,1571,1
517,173,4
517,546,4
517,5330,5
517,264,3
488,860,4
488,2115,4
488,9716,5
488,89,4
488,117,3
488,662,4
488,570,3
488,33,3
488,1561,3
488,8416,3
488,10,3
488,274,4
488,13,4
488,38,4
488,32,5
488,48,3
488,4331,5
488,6729,3
488,172,3
488,3071,4
488,114,4
400,7454,1
552,592,5
552,2051,4
552,350,3
552,658,4
552,1676,4
582,1299,4
555,6138,4
555,1235,5
555,1280,5
555,1079,5
555,9236,4
555,734,5
555,230,3
555,42,5
555,3580,4
555,5458,4
555,4645,4
555,7430,4
555,823,4
555,4506,4
555,5417,4
555,3957,4
555,5239,4
555,5176,4
555,5668,4
555,5934,4
555,2030,4
555,6910,4
555,4909,4
555,7549,4
555,3612,4
555,2823,4
555,6153,4
555,5588,4
555,6010,3
555,497,5
555,155,5
555,161,5
555,7611,3
555,364,4
555,6334,3
555,3047,3
555,798,4
555,251,4
555,5446,3
555,976,4
555,4877,3
555,1348,4
555,358,4
555,457,3
555,66,5
651,5493,5
651,158,5
651,2,5
651,24,4
651,21,4
651,27,4
651,26,4
651,18,5
651,23,4
651,33,5
651,9,5
651,78,3
651,952,4
651,411,3
651,308,5
651,955,4
651,1063,5
651,868,5
651,8161,5
651,80,5
651,5325,5
651,108,5
651,1711,3
651,2938,2
651,3610,1
651,4005,5
651,45,4
651,170,3
651,132,4
624,18,4
624,21,3
624,1530,5
624,117,4
624,1196,3
624,160,2
624,100,1
624,43,4
624,7,5
651,6121,2
587,557,2
555,1757,4
488,113,4
488,916,3
488,15,4
488,36,3
488,148,3
488,479,3
488,1283,3
488,229,4
488,213,5
488,205,4
488,2052,3
488,1938,3
488,9631,3
488,1168,3
488,6390,3
488,1236,3
488,122,3
488,436,3
488,1887,4
488,706,4
488,1204,4
488,1650,5
488,390,4
488,4,4
488,28,5
488,7,5
488,360,4
488,503,3
488,403,3
488,1752,3
488,637,4
488,162,3
488,468,3
488,2190,3
488,160,5
488,83,4
488,44,4
488,2002,3
488,2320,5
488,599,4
488,484,4
488,196,4
488,531,4
488,8,5
488,6400,5
488,1802,3
488,37,4
488,347,4
488,27,4
488,21,4
488,2,3
488,23,3
488,24,4
488,18,3
488,530,4
488,357,3
488,71,4
488,138,3
624,9287,3
624,1797,1
624,265,3
624,1969,4
624,550,5
624,704,2
624,4130,3
624,80,2
624,354,3
624,126,5
624,2616,3
624,5630,2
624,663,5
624,1096,4
624,5051,3
624,2798,4
624,2015,1
624,604,2
624,413,4
488,22,3
488,561,3
488,398,4
651,5130,3
555,4686,3
552,572,3
552,321,5
552,80,4
552,395,4
552,130,3
552,264,4
552,1031,4
716,180,5
716,8,4
716,4,5
716,5,3
716,26,3
716,65,5
716,14,4
716,10,4
716,55,3
716,33,4
716,32,4
716,11,4
716,38,3
716,28,4
716,35,4
716,100,4
716,92,3
587,27,5
725,915,2
725,1139,1
725,1423,2
725,118,4
725,2136,2
725,911,2
725,6566,3
725,1564,2
725,660,3
725,476,5
725,325,5
725,704,5
725,2089,4
725,4392,3
725,4130,3
725,1936,4
725,730,4
725,1161,5
725,3079,4
725,119,5
725,883,5
725,2561,2
725,1845,5
725,860,3
725,64,3
725,908,3
725,331,3
725,328,3
725,487,3
725,575,1
725,640,1
725,2594,3
725,1296,2
725,1592,1
725,693,3
725,162,5
725,872,5
725,354,5
725,2508,5
725,171,5
725,76,5
725,230,5
725,471,5
725,451,4
725,372,4
725,943,4
725,1923,4
725,344,4
725,297,4
725,2172,5
725,1676,4
725,3600,3
725,205,2
725,461,5
725,595,5
725,658,5
725,2869,5
725,4640,5
725,8111,4
725,496,4
725,2047,3
725,2406,2
725,2965,2
725,3407,2
725,3597,4
725,820,5
725,177,5
725,133,3
11,4057,4
11,7794,4
11,211,3
11,2107,3
11,378,4
11,4096,5
750,249,5
750,115,5
750,5,3
750,55,4
750,557,3
751,27,5
751,18,5
751,867,3
751,24,4
751,2,5
751,21,4
751,23,3
751,6808,2
751,271,5
751,6777,4
751,26,4
751,9,5
751,186,4
751,148,5
751,4842,3
751,3322,4
751,6299,4
751,1171,5
751,64,4
751,38,4
751,150,5
751,9588,5
751,4,5
751,92,4
751,5395,3
751,122,4
751,2192,2
751,11,4
751,57,4
751,2069,3
751,5517,2
751,8032,1
751,6121,2
751,66,5
751,10,5
751,8,4
751,5,4
751,3352,4
751,36,4
751,50,5
751,60,4
751,130,2
750,2985,3
750,718,3
750,4,5
750,23,2
750,13,4
750,27,4
750,21,3
750,2,4
750,24,4
752,217,4
752,1068,5
752,3631,3
752,2727,5
752,3543,5
752,6954,4
752,11,5
752,6944,3
752,2400,3
752,3570,5
752,8312,4
752,1677,2
752,4915,2
752,640,3
752,3643,4
752,2835,3
752,258,5
752,919,5
752,6802,3
752,733,5
752,1296,3
752,575,3
752,2252,3
752,6333,5
752,114,4
752,2651,4
752,5013,3
752,969,3
752,426,4
752,179,5
752,4811,3
752,407,3
752,5885,4
752,132,2
752,2647,2
750,8,3
750,763,3
750,2311,4
750,2601,1
750,113,3
750,1272,3
750,736,3
750,5621,5
750,37,5
624,272,4
624,133,4
624,38,3
624,118,3
624,1458,3
624,136,1
624,595,4
624,42,3
624,341,4
624,79,5
624,561,3
624,59,4
624,219,4
624,718,4
624,1094,2
624,961,4
624,119,5
624,270,2
624,763,4
624,407,3
624,148,2
624,795,2
624,730,1
624,75,2
624,1635,5
624,180,3
624,646,4
624,1518,3
624,1785,3
624,826,3
624,637,3
624,357,4
624,766,2
624,529,4
624,95,3
624,2241,2
624,296,4
624,6600,4
624,289,4
750,11,3
651,1986,5
750,977,3
750,5940,2
750,8949,5
750,908,3
750,1171,3
750,48,4
555,343,3
555,3122,2
555,1826,4
624,233,4
624,1378,3
624,306,3
624,538,3
624,66,3
624,3791,1
624,172,1
624,9545,1
624,85,4
624,198,3
624,468,4
624,456,3
624,408,5
624,1315,2
624,6920,5
367,1518,4
367,407,5
793,337,3
793,1431,2
793,37,4
793,89,3
793,853,2
793,18,4
793,386,2
793,80,4
793,661,4
793,191,3
793,2439,5
793,90,3
793,868,3
793,1248,1
793,703,3
793,219,4
793,245,4
793,339,3
793,577,3
793,740,3
793,8455,3
793,2415,2
793,1788,4
793,7254,4
793,1010,4
793,4483,4
793,6361,4
793,5207,4
793,5580,4
793,8978,4
793,9566,4
793,6920,4
793,97,4
793,288,4
793,15,3
793,204,3
793,1367,3
793,530,3
793,21,4
793,205,2
793,608,4
793,1128,4
793,528,3
793,330,3
793,510,2
793,722,2
793,1023,2
793,949,2
793,180,2
793,138,2
793,93,3
793,5867,4
793,48,3
793,132,3
793,4815,2
793,1526,2
793,315,2
793,626,2
793,2648,4
793,278,3
793,413,3
810,1218,3
810,1925,3
810,13,4
810,219,5
810,37,5
810,362,5
810,60,3
810,4715,4
793,4258,4
793,189,4
793,857,4
793,293,3
793,531,3
793,387,3
793,65,2
810,19,5
810,23,5
810,28,4
810,45,2
810,58,5
810,32,5
810,55,3
810,26,1
810,24,4
810,21,5
810,2,5
810,5,5
810,4,5
810,8,5
810,155,5
810,7,5
810,189,5
816,595,4
793,32,3
793,19,4
793,1984,3
793,3019,3
793,432,3
793,1223,4
793,1322,4
810,7907,5
810,5754,5
810,4336,5
810,4510,3
810,4238,5
810,5935,4
810,8801,5
810,5948,3
810,5808,5
810,5210,4
810,8033,5
810,5670,4
810,296,5
810,472,5
810,130,5
810,401,3
810,395,4
810,264,4
810,3126,5
810,3472,5
810,4942,5
810,6863,5
810,4939,4
810,495,4
810,3092,5
810,948,4
810,4081,3
810,1739,4
810,3033,3
810,6944,5
810,4422,1
810,743,3
810,374,5
810,439,5
810,3250,2
810,238,3
810,18,4
810,3061,4
810,1106,5
810,493,3
810,14,3
810,65,5
810,9576,3
751,4723,4
793,4261,4
750,26,3
793,512,4
793,639,3
793,373,3
793,157,4
793,251,3
816,70,5
816,760,5
816,481,5
816,1071,5
816,1536,3
816,1638,1
816,1989,2
816,1759,5
816,2399,3
816,1193,5
816,37,3
816,55,3
816,13,1
624,101,5
624,476,4
829,77,5
829,1383,5
829,2597,5
829,8218,4
829,4971,5
829,2601,3
829,3387,3
829,997,5
829,97,4
829,366,4
829,457,3
816,245,5
816,7,4
816,23,3
816,28,2
816,58,4
816,32,5
816,18,4
816,27,5
816,24,2
816,21,4
816,2,2
816,5,2
816,8,2
816,5232,2
816,7506,5
816,1686,2
816,1312,4
816,180,5
816,1015,5
816,29,1
816,125,3
816,154,2
816,984,2
816,1025,4
810,341,5
810,79,5
810,114,2
810,113,5
793,5446,3
816,1315,5
816,54,5
816,89,5
816,68,4
816,557,3
816,14,1
751,63,4
751,1648,5
751,4434,5
751,102,4
751,1469,4
751,2750,5
751,829,3
841,113,5
841,8079,4
841,2027,5
841,2698,5
841,301,4
841,115,4
841,233,4
841,323,4
841,516,4
841,121,5
841,104,4
841,1121,5
841,4319,5
841,1520,4
841,468,4
841,383,1
841,3903,4
841,22,3
841,614,5
841,6195,3
841,4939,5
841,3482,4
841,213,5
841,15,4
841,162,5
841,872,4
841,508,4
841,1657,5
841,3650,5
841,3338,4
841,8975,3
841,9630,4
841,6475,3
841,79,5
841,1280,5
841,1704,5
841,2172,4
841,2098,3
841,297,5
841,3068,4
841,2552,4
841,3202,5
841,1074,4
841,4517,4
841,5330,3
841,9972,3
841,3600,3
841,1676,4
841,3133,3
841,959,5
841,1214,5
841,2958,5
841,5283,5
841,2903,3
841,1312,5
841,4220,5
841,8071,4
841,1797,5
841,3581,5
841,6154,5
841,6688,3
841,424,4
841,2259,5
841,546,3
841,4034,3
841,1179,3
841,592,4
841,173,4
841,3508,3
841,4763,3
841,7232,4
841,984,5
841,5088,4
841,736,5
829,1644,4
829,335,4
829,59,5
829,1068,3
829,795,4
829,281,3
829,2193,3
829,196,3
829,587,3
829,1843,1
810,3582,5
810,1721,4
810,2557,4
810,2647,3
810,9,2
810,50,5
810,92,3
810,35,4
810,773,3
810,161,5
810,117,3
810,4861,3
810,1025,4
810,1090,5
810,3979,4
810,4309,2
810,1802,2
810,209,3
810,3443,3
793,1552,3
841,1519,4
841,442,4
841,1142,3
841,3314,3
841,400,4
841,974,4
841,5326,5
841,1800,4
841,4326,4
841,360,4
841,160,4
841,194,5
841,4429,4
841,1908,3
841,682,3
841,3703,4
841,2464,4
841,3560,3
841,284,5
841,2559,4
841,729,4
841,1484,4
841,5332,3
829,367,1
829,1922,2
829,1578,3
829,3065,2
829,4085,3
829,4713,3
829,6073,2
829,3513,2
829,3804,4
829,3806,4
829,5558,3
829,5795,3
829,8093,5
829,7080,3
829,7047,3
829,4528,3
829,5195,3
829,3924,2
829,6319,4
829,5304,3
829,9180,3
829,6807,3
829,9026,4
829,8068,4
829,9890,3
829,4678,3
829,6914,4
750,1537,4
750,2710,3
750,217,5
750,2101,5
750,293,3
750,32,3
750,85,5
750,1449,5
750,3364,4
750,961,4
750,178,5
750,65,4
750,595,5
750,68,5
750,45,4
750,397,4
750,264,3
750,1090,4
750,14,4
750,561,5
750,576,3
750,531,3
750,131,4
750,401,3
750,43,3
750,1878,2
750,795,3
750,335,4
750,158,4
750,416,2
750,184,5
750,84,3
750,301,2
750,71,3
750,248,4
750,154,3
750,343,4
750,227,3
750,596,3
750,963,3
750,1037,3
750,1057,2
750,129,4
750,18,5
750,170,1
750,9,3
750,1642,4
750,29,5
750,125,5
750,7868,3
750,76,4
750,10,5
750,230,4
750,245,5
750,1460,4
750,25,5
750,107,3
750,793,5
750,36,4
750,228,3
750,958,5
750,15,5
750,42,5
750,3790,3
750,4188,5
750,241,3
750,219,5
750,138,2
750,3643,5
750,66,3
793,71,3
816,2143,3
816,1623,4
816,6775,4
816,568,4
816,766,5
816,1895,4
816,1572,4
816,2353,4
816,2937,4
816,3396,4
816,3086,4
816,3395,4
816,3660,4
816,3082,4
816,1343,4
816,2109,4
816,429,4
816,2936,4
816,531,2
816,80,5
816,117,3
816,997,5
816,387,1
841,595,4
841,1526,3
841,5152,2
841,119,4
841,572,3
841,915,3
841,2352,3
841,944,3
841,967,2
841,556,1
841,1987,4
841,1123,3
841,675,1
841,176,2
841,72,3
841,243,2
841,168,3
841,237,3
841,349,1
841,739,3
841,1208,3
841,553,2
841,670,1
841,14,5
841,317,3
841,28,4
841,101,2
841,344,2
841,2798,4
750,62,5
750,368,5
750,480,5
750,19,3
750,155,3
750,161,5
750,1129,2
750,316,3
750,767,5
515,1238,4
515,887,5
515,2897,4
515,1877,5
319,5672,3
750,317,3
750,171,2
793,200,3
816,85,3
816,454,4
816,2597,3
816,2176,5
816,819,3
816,3853,3
816,131,3
816,87,5
816,561,5
